chunk_id,source,snippet,icd_codes
144,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,comprehensive multisystem care of the critically ill patient with  neurological diseases and conditions.  Pain Medicine  An emergency medicine physician who specializes in Pain Medicine  diagnoses and treats patients experiencing problems with acute ...,'R402352'; 'R402122'; 'R402351'; 'R402121'
145,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,22 23abms.org  Pediatric Emergency Medicine  An emergency medicine physician who specializes in Pediatric  Emergency Medicine has special qualifications to manage emergency  treatments in acutely ill or injured infants and children.  Sports Medicine ...,'K3580'; 'V8631XS'; 'V8601XS'; 'P8330'
146,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"prevention, diagnosis, treatment, and management of injuries, Sports  Medicine also deals with illnesses and diseases that might have effects  on health and physical performance. Undersea and Hyperbaric Medicine  An emergency medicine physician who s...",'R203'; 'T888XXA'; 'T888XXD'; 'Y658'
147,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"tissue damage from radiation and burns, and bone infections. This  specialist also serves as a consultant to other physicians in all aspects  of hyperbaric chamber operations, and assesses risks and applies  appropriate standards to prevent disease a...",'Z409'; 'Z408'; 'Z299'; 'Y633'
148,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Lexington, KY 40511 (877) 223-7437  theabfm.org  Family Medicine Family physicians provide front-line health care that is accessible, high  quality, comprehensive and continuous over time for people of all ages,  life stages, backgrounds and conditio...",'Z741'; 'Z750'; 'Z636'; 'Z742'
149,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"care; care of acute illnesses; management of chronic diseases, including  patients with multi-morbidity. When needed, they also provide referral  and coordination of care with other specialists. Training required prior to certification: Three years S...",'Z7187'; 'Z003'; 'Z762'; 'Z91A4'
150,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"multidisciplinary health care specialist trained in the unique physical,  psychological and social characteristics of adolescents and their health  care problems and needs....",'Z762'; 'Z00129'; 'Z00121'; 'Z003'
151,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"24 25abms.org  Geriatric Medicine  A family physician with special knowledge of the aging process and  special skills in the diagnostic, therapeutic, preventive, and rehabilitative  aspects of illness in the elderly. This specialist cares for geriatr...",'Z515'; 'O09521'; 'Z91A4'; 'O09523'
152,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"provides care to prevent and relieve the suffering experienced  by patients with life-limiting illnesses. This specialist works with an  interdisciplinary hospice or palliative care team to optimize quality of life  while addressing the physical, psy...",'Z515'; 'G8929'; 'G894'; 'Z91A98'
153,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"pain related to cancer, in both hospital and outpatient settings and  coordinates care needs with other specialists.  Sleep Medicine   A family physician with demonstrated expertise in the diagnosis and  management of clinical conditions that occur d...",'G4701'; 'G479'; 'G478'; 'F519'
154,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"management of a sleep laboratory. Sports Medicine   A family physician who specializes in preventing, diagnosing, and treating  injuries related to participating in sports and/or exercise. In addition to  the study of those fields that focus on preve...",'G479'; 'G4701'; 'F519'; 'G478'
155,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"AMERICAN BOARD OF  INTERNAL MEDICINE Approved as an ABMS Member Board in 1936 510 Walnut Street, Suite 1700 Philadelphia, PA 19106 (800) 441-2246  abim.org Internal Medicine An internist is a personal physician who provides long-term,  comprehensive ...",'Z22359'; 'Z764'; 'Y92531'; 'Y92532'
156,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and diseases affecting the heart, blood, kidneys, joints, and the digestive,  respiratory, and vascular systems. They are also trained in the essentials  of primary care internal medicine, which incorporates an understanding  of disease prevention, w...",'Z418'; 'Z758'; 'Z419'; 'Y92531'
157,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Subspecialties Certification in one of the following subspecialties requires additional  training and assessment as specified by the board. Adolescent Medicine   An internist who specializes in Adolescent Medicine is a multidisciplinary  health care ...,'Z0001'; 'Z0000'; 'Z003'; 'Z7187'
158,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Disease has the unique knowledge, skills, and practice required of a  cardiologist for evaluating and delivering high quality lifelong care for a  wide range of adult patients with heart disease diagnosed at birth....",'Z050'; 'P095'; 'Z3683'; 'I5189'
159,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,26 27abms.org  Advanced Heart Failure and Transplant Cardiology  An internist who specializes in Heart Failure and Transplant Cardiology  has the special knowledge and skills required of cardiologists for  evaluating and optimally managing patients w...,'T8622'; 'Z941'; 'T8632'; 'T8620'
160,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Cardiovascular Disease  An internist who specializes in diseases of the heart and blood vessels  and manages complex cardiac conditions, such as heart attacks and life- threatening, abnormal heartbeat rhythms. Clinical Cardiac Electrophysiology   A f...",'I519'; 'I5189'; 'I52'; 'Z136'
161,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Critical Care Medicine  An internist trained in Critical Care Medicine has expertise in the  diagnosis, treatment, and support of critically ill and injured patients,  particularly trauma victims and patients with multiple organ dysfunction.  This ph...",'G7281'; 'G6281'; 'T889XXS'; 'Y92532'
162,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"management of disorders of hormones and their actions, metabolic  disorders, and neoplasia of the endocrine glands. This specialist cares for  patients with diabetes mellitus, thyroid disorders, disorders of calcium  and bone, hyperlipidemia, obesity...",'E35'; 'E349'; 'E348'; 'E8989'
163,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"treatment of diseases of the digestive organs including the stomach,  bowels, liver, and gallbladder. This specialist treats conditions such as  abdominal pain, ulcers, diarrhea, cancer, and jaundice and performs  complex diagnostic and therapeutic p...",'K9189'; 'K929'; 'K598'; 'K5989'
164,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"of illness in the elderly. This specialist cares for geriatric patients in the  patient’s home, the office, and long-term care settings such as nursing  homes and the hospital. Hematology  An internist (hematologist) who specializes in diseases of th...",'O09521'; 'Z515'; 'O09523'; 'O09529'
165,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,lymphoma. Hospice and Palliative Medicine  An internist who specializes in Hospice and Palliative Medicine provides  care to prevent and relieve the suffering experienced by patients  with life-limiting illnesses. This specialist works with an interd...,'J8481'; 'C859A'; 'C8590'; 'C8592'
166,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,patient and family. Infectious Disease  An internist who deals with infectious diseases of all types and in all  organ systems. Conditions requiring selective use of antibiotics call for  this special skill. This physician often diagnoses and treats ...,'B999'; 'B998'; 'Z229'; 'Z228'
167,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"travel medicine. Interventional Cardiology  An area of medicine within the subspecialty of Cardiology, which uses  specialized imaging and other diagnostic techniques to evaluate blood  flow and pressure in the coronary arteries and chambers of the h...",'Z4509'; 'Z01810'; 'Y840'; 'Z136'
168,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and treatment of all types of cancer and other benign and malignant  tumors. This specialist decides on and administers therapy for these  malignancies, as well as consults with surgeons and radiotherapists on  other treatments for cancer....",'Z510'; 'Y842'; 'Z5111'; 'Z09'
169,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"28 29abms.org  Nephrology  An internist (nephrologist) who treats disorders of the kidney, high  blood pressure, fluid and mineral balance, and dialysis of body wastes  when the kidneys do not function. This specialist consults with surgeons  about k...",'N189'; 'N1830'; 'Z524'; 'S37029S'
170,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Pulmonary Disease  An internist (pulmonologist) who treats diseases of the lungs and  airways. This specialist diagnoses and treats cancer, pneumonia, pleurisy,  asthma, occupational and environmental diseases, bronchitis, sleep  disorders, emphysema...",'J8489'; 'J984'; 'J849'; 'I279'
171,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"pain, muscle strains, common athletic injuries, and collagen diseases. Sleep Medicine   An internist who specializes in the diagnosis and management of clinical  conditions that occur during sleep, that disturb sleep, or that are affected  by disturb...",'G479'; 'F519'; 'G478'; 'G4769'
172,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Sports Medicine  An internist who specializes in preventing, diagnosing, and treating  injuries related to participating in sports and/or exercise. In addition to  the study of those fields that focus on prevention, diagnosis, treatment,  and managem...",'Y9379'; 'Y9239'; 'Y92328'; 'Y9359'
173,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,gastroenterologist to care for patients prior to and following hepatic  transplantation that spans all phases of liver transplantation. Selection of  appropriate recipients requires assessment by a team having experience  in evaluating the severity a...,'Z944'; 'Z4823'; 'Z1371'; 'Z526'
174,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"abmgg.org Medical Genetics and Genomics Medical geneticists specialize in medicine that involves the interaction  between genes and health. They are trained to evaluate, diagnose,  manage, treat, and counsel individuals of all ages with hereditary  d...",'Z7183'; 'Z1371'; 'Z315'; 'Z8481'
175,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"genetic counseling and prevention through prenatal and preimplantation  diagnosis. The medical geneticist plans and coordinates screening for  genetic diseases involving single gene and chromosomal disorders,  congenital anomalies, inborn errors of m...",'Z7183'; 'Z315'; 'Z0541'; 'Z1371'
176,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"specialized training and assessment as specified by the board.  Primary Specialty Certificates Clinical Biochemical Genetics A clinical biochemical geneticist demonstrates competence in directing  and interpreting a wide range of specialized, laborat...",'Z13228'; 'E8889'; 'P091'; 'E889'
177,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"30 31abms.org  Clinical Genetics and Genomics (MD)  A clinical geneticist demonstrates competence in providing  comprehensive diagnostic, management, therapeutic, and counseling  services for individuals and families at risk for clinical disorders wi...",'Z7183'; 'Z315'; 'Z1371'; 'Z0541'
178,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,competence in directing and interpreting both clinical cytogenetic and  molecular genetic analyses relevant to the diagnosis and management of  human genetic disease. This specialist acts as a consultant in laboratory  diagnoses for a broad range of ...,'Z1379'; 'Q999'; 'Z1371'; 'Q998'
179,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Medical Biochemical Genetics  A medical biochemical geneticist demonstrates competence in the  diagnosis, medical treatment, and management of individuals with  inherited metabolic conditions presenting clinically from infancy through  adulthood, inc...",'P091'; 'E889'; 'Z0542'; 'E8881'
180,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Molecular Genetic Pathology  A molecular genetic pathologist is expert in the principles, theory, and  technologies of molecular biology and molecular genetics. This expertise  is used to make or confirm diagnoses of Mendelian genetic disorders, of  ...",'Z148'; 'Z8481'; 'Z1379'; 'Z1504'
181,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"applies laboratory techniques for diagnosis, treatment, and prognosis for  individuals with related disorders. AMERICAN BOARD OF   NEUROLOGICAL SURGERY Approved as an ABMS Member Board in 1940 2766 Commerce Drive, NW Suite B Rochester, MN 55901 (507)...",'Z48811'; 'Y751'; 'Y750'; 'Y758'
182,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"pain or pathological processes that may modify the function or activity of  the central nervous system (e.g., brain, hypophysis, and spinal cord), the  peripheral nervous system (e.g., cranial, spinal, and peripheral nerves), the  autonomic nervous s...",'D482'; 'T85840S'; 'G64'; 'G968'
183,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Treatment encompasses both non-operative management (e.g., prevention,  diagnosis—including image interpretation—and treatments such as,  but not limited to, neurocritical intensive care and rehabilitation) and  operative management with its associat...",'Y66'; 'Y781'; 'T888XXS'; 'Z409'
184,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Subspecialty Certification in the following subspecialty requires additional training and  assessment as specified by the board. Neurocritical Care  The medical specialty of Neurocritical Care is devoted to the  comprehensive multisystem care of the ...,'Z0279'; 'Y66'; 'T889XXS'; 'R900'
185,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"32 33abms.org  AMERICAN BOARD OF   NUCLEAR MEDICINE Approved as an ABMS Member Board in 1971 1030 Highlands Plaza Drive, Suite 511E St. Louis, MO 63110 (314) 367-2225 abnm.org Nuclear Medicine A specialist in Nuclear Medicine uses molecular tracers (...",'Z77012'; 'W881XXS'; 'Z764'; 'Z510'
186,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"level (molecular imaging). Molecular imaging can be combined with  anatomical imaging by using specialized cameras. The most common  diagnostic applications of Nuclear Medicine include the early detection  of coronary artery disease, cancer diagnosis...",'R938'; 'R9389'; 'Z5181'; 'R931'
187,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"variety of health problems, including thyroid disorders and cancer. Training required prior to certification: Four years AMERICAN BOARD OF   OBSTETRICS AND GYNECOLOGY Founding Member Board of ABMS  2828 Routh Street, Suite 700 Dallas, TX 75201  (214)...",'O35DXX4'; 'Z31430'; 'O35DXX5'; 'O368914'
188,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,the reproductive system and associated disorders. Training required prior to certification: Four years Subspecialties Certification in one of the following subspecialties requires additional  training and assessment as specified by the board. Complex...,'O09819'; 'O0970'; 'Z3161'; 'Z309'
189,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,other clinicians to provide an advanced level of care for improving the  reproductive health of women facing medically challenging situations.  Critical Care Medicine  An obstetrician/gynecologist who specializes in Critical Care Medicine  has expert...,'O364XX9'; 'Y761'; 'O364XX2'; 'O357XX9'
190,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"34 35abms.org  Female Pelvic Medicine and Reconstructive Surgery  This subspecialist provides consultation and comprehensive  management in cases involving complex benign pelvic conditions, lower  urinary tract disorders, and pelvic floor dysfunction...",'N739'; 'N74'; 'N734'; 'M9985'
191,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Gynecologic Oncology  A gynecologic oncologist is a subspecialist who provides consultation  and comprehensive case management for patients with gynecologic  cancer, including overseeing diagnostic and therapeutic procedures, and  any resulting compl...",'O3460'; 'Z01411'; 'C55'; 'O364XX0'
192,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,the fetus.  Reproductive Endocrinology and Infertility  These subspecialists also are trained to evaluate and treat hormonal  dysfunctions in females outside of infertility.  AMERICAN BOARD OF  OPHTHALMOLOGY Founding Member Board of ABMS P .O. Box 18...,'Q120'; 'Q133'; 'O35AXX4'; 'O357XX4'
193,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"trained to manage the complete range of eye and vision care. They can  prescribe glasses and contact lenses, dispense medications, diagnose and  treat eye conditions and diseases, and perform surgeries. Training required prior to certification: Four ...",'Z4420'; 'H259'; 'H25819'; 'H25099'
194,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"36 37abms.org  AMERICAN BOARD OF   ORTHOPAEDIC SURGERY Approved as an ABMS Member Board in 1935 400 Silver Cedar Court Chapel Hill, NC 27514  (919) 929-7103 abos.org Orthopaedic Surgery An orthopaedic surgeon is educated in the preservation, investig...",'Z4789'; 'Z4781'; 'Z4782'; 'M4600'
195,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"problems include congenital deformities, trauma, infections, tumors,  metabolic disturbances of the musculoskeletal system, deformities,  injuries, and degenerative diseases of the spine, hands, feet, knee, hip,  shoulder, and elbow in children and a...",'Q798'; 'Q799'; 'Q688'; 'M9689'
196,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Subspecialties Certification in one of the following subspecialties requires additional  training and assessment as specified by the board. Orthopaedic Sports Medicine   An orthopaedic surgeon educated in Sports Medicine has expertise in  the surgica...,'Z025'; 'Y9379'; 'Y66'; 'Z4789'
197,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"fitness, athletic performance, the impact of dietary supplements,  pharmaceuticals, and nutrition on performance and health, coordination  of care within the team setting utilizing other health care professionals,  field evaluation and management, so...",'Y9379'; 'Y93B1'; 'Y791'; 'Y93B9'
198,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Surgery of the Hand  A surgeon trained in Surgery of the Hand has expertise in the surgical,  medical, and rehabilitative care of patients with diseases, injuries, and  disorders affecting the hand, wrist, and forearm. Common conditions  treated by a...",'S6982XS'; 'S6981XS'; 'S66422S'; 'S66222S'
199,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and arteries. Hand surgeons may be general surgeons, orthopaedic  surgeons, or plastic surgeons who have received additional training in  this area....",'M61549'; 'T8489XS'; 'T84498S'; 'M61541'
200,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"38 39abms.org  AMERICAN BOARD OF  OTOLARYNGOLOGY–   HEAD AND NECK SURGERY Founding Member Board of ABMS 5615 Kirby Drive, Suite 600 Houston, TX 77005  (713) 850-0399 aboto.org Otolaryngology – Head and Neck Surgery An otolaryngologist – head and neck...",'Y721'; 'Y723'; 'H9209'; 'Y728'
201,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"respiratory, and upper alimentary systems, face, jaws, and the other  head and neck systems. Head and neck oncology, facial, plastic, and  reconstructive surgery and the treatment of disorders of hearing and  voice are fundamental areas of expertise....",'Z86005'; 'Q188'; 'Z9620'; 'Z98818'
202,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Complex Pediatric Otolaryngology  A pediatric otolaryngologist trained in this area has special expertise in  caring for infants and children with complex otolaryngologic disorders  and/or common otolaryngologic disorders in otherwise complex  childr...,'Y721'; 'H608X3'; 'H60393'; 'H6063'
203,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"include congenital abnormalities, infectious and inflammatory disorders  and inherited and acquired conditions of the head and neck, including  hearing loss and other communication impairments. They diagnose and  provide both medical and surgical tre...",'H9483'; 'H93099'; 'H938X3'; 'H9480'
204,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"of the inner ear, temporal bone, and skull base, including tumors and  other conditions.  Plastic Surgery Within the Head and Neck   An otolaryngologist trained in this area has additional expertise in  plastic and reconstructive procedures within th...",'Z428'; 'Y721'; 'Y723'; 'H9588'
205,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and cosmetic surgery. Sleep Medicine   An otolaryngologist with demonstrated expertise in the diagnosis and  management of clinical conditions that occur during sleep, that disturb  sleep, or that are affected by disturbances in the wake-sleep cycle....",'G479'; 'G478'; 'F519'; 'G4763'
206,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"40 41abms.org  AMERICAN BOARD   OF PATHOLOGY Approved as an ABMS Member Board in 1936 4830 W. Kennedy Blvd., Suite 690 Tampa, FL 33609 (813) 286-2444 abpath.org Pathology A pathologist deals with the causes and nature of disease and  contributes to d...",'T80319D'; 'M7108'; 'T508X6S'; 'M7100'
207,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"microscopic examination of tissue specimens, cells and body fluids,  and from clinical laboratory tests on body fluids and secretions for the  diagnosis, exclusion, and monitoring of disease.  T o acknowledge the diverse activities in the practice of...",'R898'; 'R899'; 'R893'; 'R894'
208,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Pathology, Anatomic Pathology only, and Clinical Pathology only. A  variety of subspecialty certificates are offered. Primary certification in  Anatomic Pathology or Clinical Pathology may be combined with some  of the subspecialty certifications. Tr...",'Z0279'; 'Z09'; 'Y66'; 'T8189XS'
209,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Blood Banking/Transfusion Medicine  A pathologist who specializes in Blood Banking/Transfusion Medicine  is responsible for the maintenance of an adequate blood supply,  blood donor and patient-recipient safety, and appropriate blood  utilization. Pr...",'Y650'; 'Z52098'; 'Z52018'; 'Z52010'
210,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"prepared blood components, including red blood cells, white blood  cells, platelets and plasma constituents, and marrow or stem cells for  transplantation. Clinical Informatics  Physicians who practice Clinical Informatics collaborate with other  hea...",'Z52091'; 'Z130'; 'Z523'; 'Z52098'
211,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"patient care, and strengthen the clinician-patient relationship. Clinical  informaticians use their knowledge of patient care combined with  their understanding of informatics concepts, methods, and tools to:  assess information and knowledge needs o...",'Z710'; 'T889XXS'; 'Y92531'; 'T889XXA'
212,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"implementation, management, evaluation, and continuous improvement  of clinical information systems. Cytopathology  A cytopathologist is an anatomic pathologist trained in the diagnosis  of human disease by means of the study of cells obtained from b...",'E7204'; 'R896'; 'G96191'; 'D734'
213,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"interpretation of Papanicolaou-stained smears of cells from the female  reproductive systems (the “Pap” test). However, the cytopathologist’s  expertise is applied to the diagnosis of cells from all systems and areas  of the body and in consultation ...",'R87629'; 'R87628'; 'R87620'; 'R87624'
214,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"42 43abms.org  Dermatopathology  A dermatopathologist is expert in diagnosing and monitoring diseases  of the skin, including infectious, immunologic, degenerative, and  neoplastic diseases. This entails the examination and interpretation  of special...",'L309'; 'L99'; 'L989'; 'L988'
215,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"clotting mechanisms, bone marrow, and lymph nodes. This specialist has  the knowledge and technical skills essential for the laboratory diagnosis  of anemias, leukemias, lymphomas, bleeding disorders, and blood  clotting disorders. Neuropathology  A ...",'G588'; 'G64'; 'G5780'; 'R94138'
216,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"knowledgeable in the infirmities of humans as they affect the  nervous and neuromuscular systems, be they degenerative, infectious,  metabolic, immunologic, neoplastic, vascular, or physical in nature. Pathology–Chemical  A chemical pathologist has e...",'R893'; 'E8889'; 'G131'; 'R892'
217,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and treatment of human disease. Chemical pathology entails the  application of biochemical data to the detection, confirmation, or  monitoring of disease. Pathology–Forensic  A forensic pathologist is expert in investigating and evaluating cases  of ...",'R893'; 'R853'; 'Y648'; 'Z1388'
218,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"medicolegal autopsies for such officials. Pathology–Medical Microbiology   A medical microbiologist is expert in the isolation and identification  of microbial agents that cause infectious disease. Viruses, bacteria, and  fungi, as well as parasites ...",'R895'; 'Z112'; 'A488'; 'B9689'
219,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and technologies of molecular biology and molecular genetics. This  expertise is used to make or confirm diagnoses of Mendelian genetic  disorders and disorders of human development, infectious diseases,  and malignancies and to assess the natural hi...",'Z148'; 'Z8481'; 'Z9286'; 'Z1379'
220,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"disorders. Pathology–Pediatric   A pediatric pathologist is expert in the laboratory diagnosis of  diseases that occur during fetal growth, infancy, and child development.  The practice requires a strong foundation in general pathology and  substanti...",'Z00121'; 'Z0071'; 'Z134'; 'Z0070'
221,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"44 45abms.org  Pediatrics Pediatricians practice the specialty of medical science concerned with  the physical, emotional, and social health of children from birth to  young adulthood. Pediatric care encompasses a broad spectrum of  health services r...",'Z7681'; 'Z7187'; 'Z762'; 'R6331'
222,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"understand that children are not simply small adults. Children change  rapidly, and they must be approached with an appreciation for their  stage of physical and mental development. Training required prior to certification: Three years Subspecialties...",'Z7187'; 'Z002'; 'Z003'; 'Z0070'
223,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"multidisciplinary health care specialist trained in the unique physical,  psychological, and social characteristics of adolescents, their health care  problems and needs.  Child Abuse Pediatrics  A pediatrician who specializes in Child Abuse Pediatri...",'Z7187'; 'Z762'; 'Z69021'; 'Z69011'
224,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,directing child abuse and neglect prevention programs; and participating  on multidisciplinary teams investigating and managing child abuse cases. AMERICAN BOARD   OF PEDIATRICS Approved as an ABMS Member Board in 1935 111 Silver Cedar Court  Chapel ...,'Y07510'; 'Y07511'; 'Z69021'; 'Z69011'
225,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and promotion of optimal development of children and families through  research, education, clinical care, and advocacy efforts. This physician  assists in the prevention, diagnosis, and management of developmental  difficulties and problematic behav...",'Z515'; 'Z7187'; 'Z762'; 'Z7681'
226,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"provides care to prevent and relieve the suffering experienced  by patients with life-limiting illnesses. This specialist works with an  interdisciplinary hospice or palliative care team to optimize quality of life  while addressing the physical, psy...",'Z515'; 'Z91A98'; 'Z91A48'; 'Z91A9'
227,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"exposures to drugs and chemicals, as well as biological and radiological  agents. These specialists care for people in clinical, academic,  governmental, and public health settings, and provide poison control  center leadership. Important areas of Me...",'Z77098'; 'Z1388'; 'Z575'; 'T50993S'
228,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Neonatal–Perinatal Medicine  A pediatrician specializing in Neonatal–Perinatal Medicine acts as  the principal care provider for sick newborn infants. This specialist’s  clinical expertise is used for direct patient care and for consulting with  obst...,'P290'; 'P2912'; 'Z050'; 'P0821'
229,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"cardiovascular problems. This specialist is skilled in selecting, performing,  and evaluating the structural and functional assessment of the heart and  blood vessels, and the clinical evaluation of cardiovascular disease....",'Z136'; 'R9430'; 'Z01810'; 'R9439'
230,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,46 47abms.org  Pediatric Critical Care Medicine  A pediatrician who specializes in Pediatric Critical Care Medicine is  expert in advanced life support for children from the term or near- term neonate to the adolescent. This competence extends to the...,'P915'; 'G7281'; 'Z7681'; 'Z7187'
231,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,responsibilities for intensive care units and also facilitates patient care  among other specialists. Pediatric Emergency Medicine  A pediatrician specializing in Pediatric Emergency Medicine has special  qualifications to manage emergency treatments...,'Z7681'; 'R6331'; 'Y92532'; 'P8339'
232,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"that result from an abnormality in the endocrine glands (glands which  secrete hormones). These diseases include diabetes mellitus, growth  failure, unusual size for age, early or late pubertal development, birth  defects, the genital region, and dis...",'E35'; 'E236'; 'Q892'; 'E278'
233,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"infants, children, and adolescents. The pediatric gastroenterologist treats  conditions such as abdominal pain, ulcers, diarrhea, cancer, and jaundice  and performs complex diagnostic and therapeutic procedures using  lighted scopes to see internal o...",'Z055'; 'Z00121'; 'P543'; 'P093'
234,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Pediatric Hospital Medicine  A pediatrician who specializes in Pediatric Hospital Medicine has  expertise in the care of children with a variety of illnesses and medical  needs that require hospital care. Pediatric hospitalists provide leadership  in...,'Z7681'; 'Z7187'; 'Z762'; 'R6331'
235,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"care unit.  Pediatric Infectious Diseases  A pediatrician who specializes in Pediatric Infectious Diseases cares  for children through the diagnosis, treatment, and prevention of  infectious diseases. This specialist can apply specific knowledge to a...",'B999'; 'Z051'; 'P379'; 'P378'
236,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"treatments. Pediatric Nephrology  A pediatrician with special expertise in Pediatric Nephrology deals with  the normal and abnormal development and maturation of the kidney  and urinary tract, the mechanisms by which the kidney can be damaged;  the e...",'P960'; 'Q638'; 'Q639'; 'N2889'
237,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"prevention and treatment of all respiratory diseases affecting infants,  children, and young adults. This specialist is knowledgeable about the  growth and development of the lung, assessment of respiratory function  in infants and children, and expe...",'Z053'; 'J84848'; 'P289'; 'J99'
238,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"diagnoses and treats arthritis, back pain, muscle strains, common athletic  injuries, and collagen diseases....",'Z13828'; 'M1388'; 'R29898'; 'R2991'
